title,href,desc,location,price
合租·芍药居2号院3居室-南卧,//www.ziroom.com/x/710475806.html,10.86㎡ | 5/6层,小区距芍药居站步行约215米,3560
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/712581676.html,12.3㎡ | 2/20层,小区距芍药居站步行约1160米,3130
合租·交林3居室-南卧,//www.ziroom.com/x/807329119.html,10.5㎡ | 1/5层,小区距柳芳站步行约746米,3560
合租·中国铁建国际城4居室-南卧,//www.ziroom.com/x/710287917.html,11㎡ | 8层,小区距北苑站步行约788米,2960
合租·土星园4居室-南卧,//www.ziroom.com/x/725390332.html,10.5㎡ | 8/28层,小区距芍药居站步行约402米,3390
合租·龙华园3居室-南卧,//www.ziroom.com/x/755567517.html,11㎡ | 5/6层,小区距龙泽站步行约1071米,2830
合租·和平街十二区2居室-南卧,//www.ziroom.com/x/807033264.html,8.8㎡ | 10/12层,小区距光熙门站步行约648米,3290
合租·花家地西里二区3居室-南卧,//www.ziroom.com/x/744635326.html,10.2㎡ | 5/6层,小区距阜通站步行约979米,3430
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/720150101.html,13.1㎡ | 18/21层,小区距霍营站步行约370米,2990
合租·新纪家园3居室-南卧,//www.ziroom.com/x/635781333.html,11.2㎡ | 15/28层,小区距太阳宫站步行约226米,3430
合租·尚家楼48号院3居室-南卧,//www.ziroom.com/x/626409533.html,10.9㎡ | 4/12层,小区距太阳宫站步行约898米,3490
合租·新康园3居室-南卧,//www.ziroom.com/x/751959505.html,13.2㎡ | 4/5层,小区距育新站步行约871米,3290
合租·明天第一城6号院3居室-南卧,//www.ziroom.com/x/718588886.html,11㎡ | 17/19层,小区距立水桥站步行约759米,2890
合租·芍药居2号院4居室-南卧,//www.ziroom.com/x/628882093.html,10.4㎡ | 5/6层,小区距芍药居站步行约215米,3490
合租·芍药居2号院3居室-南卧,//www.ziroom.com/x/588677087.html,11.3㎡ | 3/6层,小区距芍药居站步行约215米,3530
合租·上地东里3居室-南卧,//www.ziroom.com/x/721419540.html,10.69㎡ | 5/6层,小区距上地站步行约746米,3290
合租·育新花园3居室-南卧,//www.ziroom.com/x/790883859.html,9.3㎡ | 13/18层,小区距育新站步行约174米,2930
合租·土星园3居室-南卧,//www.ziroom.com/x/647032478.html,11.5㎡ | 9/28层,小区距芍药居站步行约402米,3930
合租·流星花园三区4居室-南卧,//www.ziroom.com/x/715751151.html,12.4㎡ | 3/6层,小区距育知路站步行约822米,3560
合租·上林溪3居室-南卧,//www.ziroom.com/x/771707250.html,9.32㎡ | 2/21层,小区距清河站步行约1167米,3160
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/721138822.html,14.2㎡ | 17/21层,小区距霍营站步行约370米,3330
合租·育新花园3居室-北卧,//www.ziroom.com/x/807349398.html,10.74㎡ | 4/6层,小区距育新站步行约174米,3190
合租·立城苑3居室-南卧,//www.ziroom.com/x/743206419.html,12.4㎡ | 2/15层,小区距立水桥站步行约496米,3190
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/731675641.html,12.6㎡ | 16/21层,小区距霍营站步行约370米,3190
整租·和平街十二区2室1厅-南北,//www.ziroom.com/x/760266973.html,55㎡ | 2/4层,小区距光熙门站步行约648米,6290
合租·龙博苑一区3居室-南卧,//www.ziroom.com/x/786443296.html,12.7㎡ | 5/6层,小区距回龙观站步行约394米,4090
合租·龙兴园中区3居室-南卧,//www.ziroom.com/x/612630993.html,10.56㎡ | 3/6层,小区距龙泽站步行约1509米,2890
合租·顶秀青溪3居室-南卧,//www.ziroom.com/x/777459738.html,11.1㎡ | 11/15层,小区距立水桥站步行约965米,2960
合租·上奥世纪中心3居室-南卧,//www.ziroom.com/x/795447903.html,11.5㎡ | 9/18层,小区距育新站步行约1449米,3190
合租·上林溪3居室-南卧,//www.ziroom.com/x/771470182.html,9.32㎡ | 6/21层,小区距清河站步行约1167米,3230
合租·南湖中园一区4居室-南卧,//www.ziroom.com/x/763632388.html,11㎡ | 6/7层,小区距望京站步行约1161米,3230
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/770154183.html,10.7㎡ | 4/24层,小区距芍药居站步行约1160米,3290
合租·和平里七区3居室-南卧,//www.ziroom.com/x/633611861.html,11.2㎡ | 5/5层,小区距和平里北街站步行约437米,3360
合租·明天第一城6号院3居室-南卧,//www.ziroom.com/x/747350841.html,10.9㎡ | 9/21层,小区距立水桥站步行约759米,3260
合租·志强北园2居室-南卧,//www.ziroom.com/x/711021528.html,10.1㎡ | 5/5层,小区距积水潭站步行约1074米,3590
合租·龙兴园中区2居室-南卧,//www.ziroom.com/x/784434232.html,10.8㎡ | 6/6层,小区距龙泽站步行约1509米,3290
合租·紫金新干线二期2居室-南卧,//www.ziroom.com/x/717701045.html,11.9㎡ | 4/10层,小区距回龙观东大街站步行约1806米,3290
整租·正辰小区1室1厅-南,//www.ziroom.com/x/807134694.html,62㎡ | 2/18层,小区距天通苑南站步行约871米,6430
豪宅·红玺台2室1厅-南北,//www.ziroom.com/x/784615428.html,86.08㎡ | 5/16层,小区距芍药居站步行约477米,23500
合租·芍药居2号院3居室-南卧,//www.ziroom.com/x/735170454.html,10.2㎡ | 4/7层,小区距芍药居站步行约215米,3830
合租·北店嘉园3居室-南卧,//www.ziroom.com/x/712422402.html,11㎡ | 3/7层,小区距育知路站步行约1095米,2860
合租·天润福熙大道3居室-南卧,//www.ziroom.com/x/767897090.html,10.6㎡ | 23/27层,小区距北苑站步行约909米,3330
合租·北礼士路3居室-南卧,//www.ziroom.com/x/766214431.html,9.45㎡ | 1/16层,小区距车公庄站步行约76米,3360
合租·芍药居北里2居室-南卧,//www.ziroom.com/x/629495248.html,10.8㎡ | 4/20层,小区距芍药居站步行约1160米,3330
合租·隆远阁2居室-南卧,//www.ziroom.com/x/731532566.html,10.1㎡ | 3/15层,小区距芍药居站步行约256米,3990
合租·罗庄南里3居室-南卧,//www.ziroom.com/x/749005758.html,10.2㎡ | 3/6层,小区距西土城站步行约896米,3590
合租·榆树馆西里3居室-南卧,//www.ziroom.com/x/787270609.html,12.6㎡ | 6/7层,小区距车公庄西站步行约702米,3830
合租·紫金新干线3居室-南卧,//www.ziroom.com/x/584760687.html,11.44㎡ | 8/10层,小区距回龙观东大街站步行约1533米,2860
合租·冶金大院3居室-南卧,//www.ziroom.com/x/807192234.html,11.2㎡ | 2/6层,小区距大钟寺站步行约1188米,3890
合租·铭科苑3居室-南卧,//www.ziroom.com/x/717925794.html,11.3㎡ | 4/6层,小区距西二旗站步行约1310米,3430
合租·首开国风美唐三期3居室-南卧,//www.ziroom.com/x/767801157.html,12㎡ | 13/15层,小区距霍营站步行约578米,3560
合租·沁春家园3居室-南卧,//www.ziroom.com/x/807271551.html,11.35㎡ | 16/21层,小区距育新站步行约937米,3960
合租·常秀家园2居室-南卧,//www.ziroom.com/x/725719550.html,11.2㎡ | 4/6层,小区距育新站步行约1549米,3090
合租·龙腾苑三区3居室-南卧,//www.ziroom.com/x/738727929.html,11.3㎡ | 4/6层,小区距回龙观站步行约982米,2890
合租·龙乡东区3居室-南卧,//www.ziroom.com/x/795583315.html,12㎡ | 6/6层,小区距育新站步行约828米,2990
合租·奥北南区3居室-南卧,//www.ziroom.com/x/745323153.html,13.2㎡ | 27/27层,小区距立水桥站步行约213米,3290
合租·明天第一城7号院3居室-南卧,//www.ziroom.com/x/718410600.html,10.7㎡ | 21层,小区距立水桥站步行约941米,2860
合租·龙博苑二区4居室-南卧,//www.ziroom.com/x/807225827.html,9.6㎡ | 6/7层,小区距回龙观站步行约856米,3830
合租·和平街十四区3居室-南卧,//www.ziroom.com/x/665377278.html,10㎡ | 7/9层,小区距柳芳站步行约958米,3130
合租·北影小区4居室-南卧,//www.ziroom.com/x/723277381.html,10.8㎡ | 2/17层,小区距西土城站步行约495米,3990
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/772059845.html,12.1㎡ | 1/28层,小区距霍营站步行约370米,3090
合租·龙博苑一区3居室-南卧,//www.ziroom.com/x/717080245.html,11.9㎡ | 1/6层,小区距回龙观站步行约394米,2930
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/719838052.html,16㎡ | 2/9层,小区距霍营站步行约370米,3230
合租·龙腾苑三区3居室-南卧,//www.ziroom.com/x/807048223.html,11.8㎡ | 6/6层,小区距回龙观站步行约982米,2760
合租·东亚奥北中心北区3居室-南卧,//www.ziroom.com/x/721408579.html,11.5㎡ | 5/20层,小区距天通苑南站步行约1113米,3090
合租·明天第一城6号院3居室-南卧,//www.ziroom.com/x/716367877.html,11.3㎡ | 5/21层,小区距立水桥站步行约759米,2790
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/539888534.html,12.11㎡ | 5/14层,小区距芍药居站步行约1160米,3430
合租·十字坡西里2居室-南卧,//www.ziroom.com/x/796401898.html,10.5㎡ | 3/5层,小区距东直门站步行约597米,3890
合租·东直门内大街3居室-南卧,//www.ziroom.com/x/722697321.html,10.2㎡ | 6/16层,小区距东直门站步行约493米,3590
合租·明天第一城7号院3居室-南卧,//www.ziroom.com/x/760687274.html,11.2㎡ | 8/21层,小区距立水桥站步行约941米,2890
合租·智学苑3居室-南卧,//www.ziroom.com/x/807048195.html,11.1㎡ | 14/24层,小区距西二旗站步行约777米,3890
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/735828308.html,15.1㎡ | 10/11层,小区距霍营站步行约370米,3290
合租·世华泊郡2居室-南卧,//www.ziroom.com/x/767835592.html,10.5㎡ | 18/27层,小区距北苑站步行约1495米,3190
自如城市之光工体店·元气满溢5人间,//www.ziroomapartment.com/ZRAST/houseType/getDetail/2c928d8470d3b7530170f0cdbbe509b0.html,25㎡ | 床位,小区距东大桥站步行约165米,2599
合租·西坝河南里2居室-南卧,//www.ziroom.com/x/716084055.html,10.8㎡ | 2/13层,小区距柳芳站步行约697米,3490
合租·城锦苑3居室-南卧,//www.ziroom.com/x/723905068.html,10.1㎡ | 24/26层,小区距北苑路北站步行约1162米,2990
合租·西坝河东里3居室-南卧,//www.ziroom.com/x/710736542.html,8.83㎡ | 6/6层,小区距太阳宫站步行约861米,3130
合租·北苑家园望春园3居室-南卧,//www.ziroom.com/x/646927793.html,10.2㎡ | 13/20层,小区距立水桥南站步行约1033米,3130
合租·旗胜家园2居室-南卧,//www.ziroom.com/x/779241143.html,8.6㎡ | 15/21层,小区距霍营站步行约370米,3090
合租·花家地西里三区3居室-南卧,//www.ziroom.com/x/781923096.html,11.5㎡ | 4/6层,小区距望京西站步行约1354米,3230
合租·天畅园3居室-南卧,//www.ziroom.com/x/785627429.html,8.8㎡ | 4/29层,小区距北苑路北站步行约396米,3130
合租·慧龙居4居室-南卧,//www.ziroom.com/x/731294528.html,14.09㎡ | 4/6层,小区距回龙观东大街站步行约719米,3390
合租·西直门北大街43号院3居室-南卧,//www.ziroom.com/x/688947355.html,9.8㎡ | 6/6层,小区距西直门站步行约766米,2990
合租·西坝河中里2居室-南卧,//www.ziroom.com/x/739566882.html,10.1㎡ | 16/22层,小区距柳芳站步行约1055米,3560
合租·风雅园二区4居室-南卧,//www.ziroom.com/x/759332475.html,11㎡ | 5/6层,小区距育知路站步行约939米,2730
合租·新纪家园3居室-南卧,//www.ziroom.com/x/624285923.html,9.6㎡ | 12/28层,小区距太阳宫站步行约226米,3430
合租·龙跃苑四区3居室-北卧,//www.ziroom.com/x/796042901.html,11.12㎡ | 3/6层,小区距霍营站步行约1269米,2790
合租·世安家园3居室-南卧,//www.ziroom.com/x/807333368.html,9.51㎡ | 4/6层,小区距望京西站步行约1117米,3060
合租·新龙城3居室-南卧,//www.ziroom.com/x/757235044.html,9.5㎡ | 4/15层,小区距龙泽站步行约999米,2890
合租·龙跃苑东四区3居室-北卧,//www.ziroom.com/x/807077182.html,10.5㎡ | 6/6层,小区距霍营站步行约432米,2790
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/709982270.html,13.1㎡ | 19/21层,小区距霍营站步行约370米,2890
合租·南湖中园二区2居室-南卧,//www.ziroom.com/x/807251398.html,11.64㎡ | 4/7层,小区距望京站步行约808米,4390
整租·隆远阁1室1厅-南,//www.ziroom.com/x/794991324.html,42㎡ | 4/15层,小区距芍药居站步行约256米,6890
合租·尚家楼48号院3居室-南卧,//www.ziroom.com/x/761598201.html,11.5㎡ | 2/12层,小区距太阳宫站步行约898米,3130
合租·左家庄北里2居室-南卧,//www.ziroom.com/x/535678404.html,11.1㎡ | 6/6层,小区距柳芳站步行约894米,3690
合租·北苑家园望春园3居室-南卧,//www.ziroom.com/x/807098420.html,12.23㎡ | 13/25层,小区距立水桥南站步行约1033米,3430
合租·城锦苑3居室-南卧,//www.ziroom.com/x/763192881.html,10㎡ | 16/27层,小区距北苑路北站步行约1162米,2930
合租·旗胜家园3居室-东卧,//www.ziroom.com/x/744287872.html,12㎡ | 3/21层,小区距霍营站步行约370米,3230
合租·北新家园2居室-南卧,//www.ziroom.com/x/742745960.html,8.6㎡ | 6/6层,小区距育新站步行约447米,3090
合租·上地东里3居室-南卧,//www.ziroom.com/x/807348173.html,10.58㎡ | 1/6层,小区距上地站步行约746米,3430
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/782105165.html,9.83㎡ | 25/28层,小区距霍营站步行约370米,2730
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/769316685.html,13.1㎡ | 14/21层,小区距霍营站步行约370米,3330
合租·林奥嘉园3居室-南卧,//www.ziroom.com/x/782176169.html,11.04㎡ | 22/24层,小区距北苑路北站步行约1405米,3160
整租·正辰小区1室1厅-南,//www.ziroom.com/x/807308994.html,62㎡ | 12/18层,小区距天通苑南站步行约871米,6460
合租·天通苑中苑3居室-南卧,//www.ziroom.com/x/734189590.html,13㎡ | 3/6层,小区距天通苑南站步行约1117米,3360
整租·矩阵一期2室1厅-南北,//www.ziroom.com/x/807304808.html,66.21㎡ | 6/6层,小区距回龙观东大街站步行约656米,6890
合租·智学苑3居室-南卧,//www.ziroom.com/x/711839044.html,9.43㎡ | 5/6层,小区距西二旗站步行约777米,3260
合租·怡美家园3居室-东卧,//www.ziroom.com/x/625236064.html,11㎡ | 2/5层,小区距清河站步行约551米,3190
合租·四道口5号院6居室-南卧,//www.ziroom.com/x/807279335.html,9.6㎡ | 3/7层,小区距大钟寺站步行约960米,3460
合租·西直门北大街43号院3居室-南卧,//www.ziroom.com/x/721016893.html,11㎡ | 5/6层,小区距西直门站步行约766米,3460
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/614052715.html,10㎡ | 10/12层,小区距芍药居站步行约1160米,2990
整租·和平街十二区2室1厅-南北,//www.ziroom.com/x/807327495.html,48㎡ | 4/4层,小区距光熙门站步行约648米,7430
合租·奥北南区3居室-南卧,//www.ziroom.com/x/624346740.html,12.5㎡ | 16/27层,小区距立水桥站步行约213米,2730
合租·旗胜家园3居室-南卧,//www.ziroom.com/x/771767196.html,15.6㎡ | 13/13层,小区距霍营站步行约370米,3290
合租·黄金苑3居室-东卧,//www.ziroom.com/x/807105490.html,10.5㎡ | 6/6层,小区距立水桥南站步行约168米,3390
合租·沁春家园3居室-北卧,//www.ziroom.com/x/807143969.html,9.51㎡ | 2/6层,小区距育新站步行约937米,2960
合租·建材城西二里3居室-南卧,//www.ziroom.com/x/807244013.html,14.05㎡ | 3/6层,小区距育新站步行约701米,3560
合租·南湖中园一区3居室-南卧,//www.ziroom.com/x/749516851.html,11.3㎡ | 2/7层,小区距望京站步行约1161米,3560
合租·嘉诚花园二期3居室-南卧,//www.ziroom.com/x/730763356.html,12.4㎡ | 4/7层,小区距立水桥站步行约1358米,3230
合租·芍药居甲2号院3居室-南卧,//www.ziroom.com/x/617377710.html,12.05㎡ | 5/6层,小区距芍药居站步行约716米,3590
合租·芍药居北里3居室-南卧,//www.ziroom.com/x/675774991.html,10.5㎡ | 15/20层,小区距芍药居站步行约1160米,3260
合租·龙兴园南区3居室-南卧,//www.ziroom.com/x/767423827.html,10.33㎡ | 4/7层,小区距育新站步行约1983米,2930
合租·东辰小区3居室-南卧,//www.ziroom.com/x/754184200.html,10.5㎡ | 4/6层,小区距立水桥站步行约935米,2790
合租·龙博苑二区2居室-南卧,//www.ziroom.com/x/751130931.html,9.2㎡ | 3/7层,小区距回龙观站步行约856米,3290
合租·龙泽苑西区3居室-南卧,//www.ziroom.com/x/807239169.html,12.79㎡ | 6/7层,小区距龙泽站步行约803米,3160
合租·龙跃苑东二区3居室-北卧,//www.ziroom.com/x/807289135.html,11.73㎡ | 6/6层,小区距霍营站步行约705米,2960
合租·东直门内北小街8号院3居室-南卧,//www.ziroom.com/x/730065538.html,10.8㎡ | 9/16层,小区距雍和宫站步行约854米,3360
合租·龙博苑三区3居室-南卧,//www.ziroom.com/x/713043590.html,9.6㎡ | 5/7层,小区距育新站步行约881米,2890
合租·奥北南区3居室-东北卧,//www.ziroom.com/x/783473350.html,10.5㎡ | 28层,小区距立水桥站步行约213米,3060
合租·上地东里3居室-南卧,//www.ziroom.com/x/743010382.html,11.76㎡ | 4/6层,小区距上地站步行约746米,3390
合租·罗庄东里3居室-南卧,//www.ziroom.com/x/780590704.html,10.5㎡ | 4/6层,小区距知春路站步行约518米,3860
合租·沁春家园3居室-南卧,//www.ziroom.com/x/723377970.html,9.9㎡ | 6/7层,小区距育新站步行约937米,4090
合租·芍药居2居室-南卧,//www.ziroom.com/x/807131516.html,12㎡ | 5/18层,小区距芍药居站步行约643米,4230
合租·菊园2居室-南卧,//www.ziroom.com/x/807309799.html,11.43㎡ | 6/6层,小区距马连洼站步行约1381米,3790
合租·龙博苑一区3居室-北卧,//www.ziroom.com/x/736834101.html,11㎡ | 6/6层,小区距回龙观站步行约394米,3030
合租·龙华园4居室-南卧,//www.ziroom.com/x/730449561.html,13.4㎡ | 6/7层,小区距龙泽站步行约1071米,2930
合租·龙锦苑东一区3居室-南卧,//www.ziroom.com/x/661303536.html,13.29㎡ | 4/6层,小区距回龙观东大街站步行约1118米,3360
合租·芍药居北里2居室-南卧,//www.ziroom.com/x/729243560.html,11.88㎡ | 5/7层,小区距芍药居站步行约1160米,3330
合租·民安小区东羊管胡同3居室-南卧,//www.ziroom.com/x/748511543.html,12.7㎡ | 2/6层,小区距东直门站步行约313米,4090
合租·建材城西路85号院3居室-南卧,//www.ziroom.com/x/749386095.html,11.6㎡ | 6/6层,小区距育新站步行约1583米,3160
合租·国仕汇4居室-南卧,//www.ziroom.com/x/568811148.html,12㎡ | 13/15层,小区距龙泽站步行约1626米,2990
合租·天慧园3居室-南卧,//www.ziroom.com/x/807338394.html,11.45㎡ | 4/7层,小区距龙泽站步行约1413米,2860
合租·UHN国际村4居室-南卧,//www.ziroom.com/x/789104782.html,10.2㎡ | 2/28层,小区距太阳宫站步行约705米,3690
合租·知春东里3居室-南卧,//www.ziroom.com/x/794259459.html,11.8㎡ | 6/6层,小区距知春里站步行约314米,4530
合租·云趣园一区3居室-南卧,//www.ziroom.com/x/716992654.html,14.9㎡ | 6/6层,小区距育知路站步行约437米,3790
合租·云趣园一区4居室-南卧,//www.ziroom.com/x/712390877.html,12.8㎡ | 2/7层,小区距育知路站步行约437米,3760
合租·花家地西里二区3居室-南卧,//www.ziroom.com/x/739124853.html,11.4㎡ | 5/25层,小区距阜通站步行约979米,3290
合租·天通苑本一区6居室-南卧,//www.ziroom.com/x/807004158.html,12.5㎡ | 5/6层,小区距天通苑南站步行约1161米,2930
合租·龙腾苑四区5居室-南卧,//www.ziroom.com/x/723694190.html,12.8㎡ | 5/6层,小区距回龙观站步行约859米,3290
合租·芍药居甲2号院2居室-北卧,//www.ziroom.com/x/807046872.html,10.6㎡ | 6/6层,小区距芍药居站步行约716米,3090
整租·建材城西二里2室1厅-南北,//www.ziroom.com/x/753211581.html,56.87㎡ | 2/6层,小区距育新站步行约701米,6330
合租·东村家园4居室-南卧,//www.ziroom.com/x/741145169.html,11.3㎡ | 7/7层,小区距育新站步行约802米,2790
合租·成府路20号院2居室-南卧,//www.ziroom.com/x/774711049.html,10.2㎡ | 4/12层,小区距五道口站步行约744米,3890
